zona,region,inec_provincia_id,provincia,poblacion,dosis_total,primera_dosis,segunda_dosis,lat,lng,created_at
4,costa,23,Sto. Domingo Tsáchilas,511151,2826,2681,145,-0.2541670000000000,-79.17194400000000,08/03/2021
2,amazonia,15,Napo,133705,2071,2004,67,-0.9890000000000000,-77.81590000000000,08/03/2021
3,sierra,02,Bolívar,209933,1837,1782,55,-1.605556000000000,-79.00305600000000,08/03/2021
2,amazonia,22,Orellana,161338,1547,1518,29,-0.4666670000000000,-76.96666700000000,08/03/2021
3,sierra,06,Chimborazo,524004,1639,1503,136,-1.674347000000000,-78.64829400000001,08/03/2021
6,sierra,03,Cañar,281396,1509,1443,66,-2.733333000000000,-78.83333300000000,08/03/2021
3,sierra,18,Tungurahua,590600,1599,1414,185,-1.241667000000000,-78.61972200000000,08/03/2021
5,costa,24,Santa Elena,401178,1415,1359,56,-2.226700000000000,-80.85830000000000,08/03/2021
1,sierra,04,Carchi,186869,1396,1348,48,0.8121800000000000,-77.71633000000000,08/03/2021
6,amazonia,14,Morona Santiago,196535,1352,1260,92,-2.300000000000000,-78.11666700000001,08/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1349,1203,146,-4.120000000000000,-78.80000000000000,08/03/2021
2,amazonia,21,Sucumbíos,230503,1035,982,53,0.08472200000000001,-76.88277800000000,08/03/2021
5,insular,20,Galápagos,33042,865,652,213,-0.8000000000000000,-89.40000000000001,08/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,08/03/2021
8,costa,09,Guayas,4387434,34073,32592,1481,-2.183333000000000,-79.88333299999999,09/03/2021
9,sierra,17,Pichincha,3228233,33604,32000,1604,-0.2186110000000000,-78.50972200000000,09/03/2021
4,costa,13,Manabí,1562079,11407,10849,558,-1.056181000000000,-80.45521700000000,09/03/2021
6,sierra,01,Azuay,881394,10716,10068,648,-2.897414000000000,-79.00448100000000,09/03/2021
7,sierra,11,Loja,521154,6186,6037,149,-3.983333000000000,-79.20000000000000,09/03/2021
7,costa,07,El Oro,715751,5167,4935,232,-3.266667000000000,-79.96666700000000,09/03/2021
3,sierra,05,Cotopaxi,488716,3962,3847,115,-0.9333330000000000,-78.61666700000001,09/03/2021
5,costa,12,Los Ríos,921763,4009,3804,205,-1.800000000000000,-79.53333300000000,09/03/2021
1,sierra,10,Imbabura,476257,3689,3528,161,0.3626780000000000,-78.13066700000000,09/03/2021
1,costa,08,Esmeraldas,591083,2866,2750,116,1.050000000000000,-79.20000000000000,09/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,2826,2681,145,-0.2541670000000000,-79.17194400000000,09/03/2021
2,amazonia,15,Napo,133705,2071,2004,67,-0.9890000000000000,-77.81590000000000,09/03/2021
3,sierra,02,Bolívar,209933,1837,1782,55,-1.605556000000000,-79.00305600000000,09/03/2021
6,sierra,03,Cañar,281396,1634,1568,66,-2.733333000000000,-78.83333300000000,09/03/2021
2,amazonia,22,Orellana,161338,1547,1518,29,-0.4666670000000000,-76.96666700000000,09/03/2021
3,sierra,06,Chimborazo,524004,1639,1503,136,-1.674347000000000,-78.64829400000001,09/03/2021
3,sierra,18,Tungurahua,590600,1599,1414,185,-1.241667000000000,-78.61972200000000,09/03/2021
5,costa,24,Santa Elena,401178,1415,1359,56,-2.226700000000000,-80.85830000000000,09/03/2021
1,sierra,04,Carchi,186869,1396,1348,48,0.8121800000000000,-77.71633000000000,09/03/2021
6,amazonia,14,Morona Santiago,196535,1352,1260,92,-2.300000000000000,-78.11666700000001,09/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1349,1203,146,-4.120000000000000,-78.80000000000000,09/03/2021
2,amazonia,21,Sucumbíos,230503,1035,982,53,0.08472200000000001,-76.88277800000000,09/03/2021
5,insular,20,Galápagos,33042,865,652,213,-0.8000000000000000,-89.40000000000001,09/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,09/03/2021
8,costa,09,Guayas,4387434,34250,32593,1657,-2.183333000000000,-79.88333299999999,10/03/2021
9,sierra,17,Pichincha,3228233,33619,32015,1604,-0.2186110000000000,-78.50972200000000,10/03/2021
4,costa,13,Manabí,1562079,11407,10849,558,-1.056181000000000,-80.45521700000000,10/03/2021
6,sierra,01,Azuay,881394,11052,10404,648,-2.897414000000000,-79.00448100000000,10/03/2021
7,sierra,11,Loja,521154,6187,6038,149,-3.983333000000000,-79.20000000000000,10/03/2021
7,costa,07,El Oro,715751,5219,4987,232,-3.266667000000000,-79.96666700000000,10/03/2021
3,sierra,05,Cotopaxi,488716,3962,3847,115,-0.9333330000000000,-78.61666700000001,10/03/2021
5,costa,12,Los Ríos,921763,4009,3804,205,-1.800000000000000,-79.53333300000000,10/03/2021
1,sierra,10,Imbabura,476257,3689,3528,161,0.3626780000000000,-78.13066700000000,10/03/2021
1,costa,08,Esmeraldas,591083,2866,2750,116,1.050000000000000,-79.20000000000000,10/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,2826,2681,145,-0.2541670000000000,-79.17194400000000,10/03/2021
2,amazonia,15,Napo,133705,2072,2005,67,-0.9890000000000000,-77.81590000000000,10/03/2021
3,sierra,02,Bolívar,209933,1837,1782,55,-1.605556000000000,-79.00305600000000,10/03/2021
6,sierra,03,Cañar,281396,1834,1768,66,-2.733333000000000,-78.83333300000000,10/03/2021
2,amazonia,22,Orellana,161338,1547,1518,29,-0.4666670000000000,-76.96666700000000,10/03/2021
3,sierra,06,Chimborazo,524004,1639,1503,136,-1.674347000000000,-78.64829400000001,10/03/2021
3,sierra,18,Tungurahua,590600,1601,1416,185,-1.241667000000000,-78.61972200000000,10/03/2021
5,costa,24,Santa Elena,401178,1415,1359,56,-2.226700000000000,-80.85830000000000,10/03/2021
1,sierra,04,Carchi,186869,1396,1348,48,0.8121800000000000,-77.71633000000000,10/03/2021
6,amazonia,14,Morona Santiago,196535,1353,1261,92,-2.300000000000000,-78.11666700000001,10/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1349,1203,146,-4.120000000000000,-78.80000000000000,10/03/2021
2,amazonia,21,Sucumbíos,230503,1035,982,53,0.08472200000000001,-76.88277800000000,10/03/2021
5,insular,20,Galápagos,33042,865,652,213,-0.8000000000000000,-89.40000000000001,10/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,10/03/2021
8,costa,09,Guayas,4387434,43885,40040,3845,-2.183333000000000,-79.88333299999999,11/03/2021
9,sierra,17,Pichincha,3228233,42653,37784,4869,-0.2186110000000000,-78.50972200000000,11/03/2021
4,costa,13,Manabí,1562079,11413,10852,561,-1.056181000000000,-80.45521700000000,11/03/2021
6,sierra,01,Azuay,881394,11137,10489,648,-2.897414000000000,-79.00448100000000,11/03/2021
7,sierra,11,Loja,521154,8747,8598,149,-3.983333000000000,-79.20000000000000,11/03/2021
7,costa,07,El Oro,715751,8269,8037,232,-3.266667000000000,-79.96666700000000,11/03/2021
5,costa,12,Los Ríos,921763,6956,6726,230,-1.800000000000000,-79.53333300000000,11/03/2021
3,sierra,05,Cotopaxi,488716,4790,4675,115,-0.9333330000000000,-78.61666700000001,11/03/2021
5,insular,20,Galápagos,33042,4039,3826,213,-0.8000000000000000,-89.40000000000001,11/03/2021
1,sierra,10,Imbabura,476257,3689,3528,161,0.3626780000000000,-78.13066700000000,11/03/2021
3,sierra,18,Tungurahua,590600,3462,3277,185,-1.241667000000000,-78.61972200000000,11/03/2021
1,costa,08,Esmeraldas,591083,2882,2766,116,1.050000000000000,-79.20000000000000,11/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,2841,2689,152,-0.2541670000000000,-79.17194400000000,11/03/2021
2,amazonia,15,Napo,133705,2384,2317,67,-0.9890000000000000,-77.81590000000000,11/03/2021
6,sierra,03,Cañar,281396,2251,2185,66,-2.733333000000000,-78.83333300000000,11/03/2021
6,amazonia,14,Morona Santiago,196535,2072,1980,92,-2.300000000000000,-78.11666700000001,11/03/2021
3,sierra,02,Bolívar,209933,1837,1782,55,-1.605556000000000,-79.00305600000000,11/03/2021
3,sierra,06,Chimborazo,524004,1682,1546,136,-1.674347000000000,-78.64829400000001,11/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1689,1543,146,-4.120000000000000,-78.80000000000000,11/03/2021
2,amazonia,22,Orellana,161338,1547,1518,29,-0.4666670000000000,-76.96666700000000,11/03/2021
1,sierra,04,Carchi,186869,1552,1360,192,0.8121800000000000,-77.71633000000000,11/03/2021
5,costa,24,Santa Elena,401178,1415,1359,56,-2.226700000000000,-80.85830000000000,11/03/2021
2,amazonia,21,Sucumbíos,230503,1035,982,53,0.08472200000000001,-76.88277800000000,11/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,11/03/2021
9,sierra,17,Pichincha,3228233,56733,51801,4932,-0.2186110000000000,-78.50972200000000,12/03/2021
8,costa,09,Guayas,4387434,49169,44692,4477,-2.183333000000000,-79.88333299999999,12/03/2021
6,sierra,01,Azuay,881394,15004,13211,1793,-2.897414000000000,-79.00448100000000,12/03/2021
4,costa,13,Manabí,1562079,14442,12089,2353,-1.056181000000000,-80.45521700000000,12/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,12/03/2021
7,sierra,11,Loja,521154,9644,9495,149,-3.983333000000000,-79.20000000000000,12/03/2021
5,insular,20,Galápagos,33042,7866,7653,213,-0.8000000000000000,-89.40000000000001,12/03/2021
5,costa,12,Los Ríos,921763,7673,6907,766,-1.800000000000000,-79.53333300000000,12/03/2021
1,sierra,10,Imbabura,476257,5524,4904,620,0.3626780000000000,-78.13066700000000,12/03/2021
3,sierra,06,Chimborazo,524004,5469,4741,728,-1.674347000000000,-78.64829400000001,12/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,12/03/2021
3,sierra,18,Tungurahua,590600,4137,3952,185,-1.241667000000000,-78.61972200000000,12/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,12/03/2021
1,sierra,04,Carchi,186869,3489,3293,196,0.8121800000000000,-77.71633000000000,12/03/2021
6,amazonia,14,Morona Santiago,196535,3144,3052,92,-2.300000000000000,-78.11666700000001,12/03/2021
6,sierra,03,Cañar,281396,3170,2946,224,-2.733333000000000,-78.83333300000000,12/03/2021
2,amazonia,15,Napo,133705,2886,2819,67,-0.9890000000000000,-77.81590000000000,12/03/2021
1,costa,08,Esmeraldas,591083,3080,2806,274,1.050000000000000,-79.20000000000000,12/03/2021
3,sierra,02,Bolívar,209933,3005,2755,250,-1.605556000000000,-79.00305600000000,12/03/2021
5,costa,24,Santa Elena,401178,3017,2561,456,-2.226700000000000,-80.85830000000000,12/03/2021
2,amazonia,22,Orellana,161338,1877,1848,29,-0.4666670000000000,-76.96666700000000,12/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,12/03/2021
2,amazonia,21,Sucumbíos,230503,1035,982,53,0.08472200000000001,-76.88277800000000,12/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,12/03/2021
9,sierra,17,Pichincha,3228233,66878,61945,4933,-0.2186110000000000,-78.50972200000000,13/03/2021
8,costa,09,Guayas,4387434,49185,44707,4478,-2.183333000000000,-79.88333299999999,13/03/2021
6,sierra,01,Azuay,881394,15041,13216,1825,-2.897414000000000,-79.00448100000000,13/03/2021
4,costa,13,Manabí,1562079,14443,12090,2353,-1.056181000000000,-80.45521700000000,13/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,13/03/2021
5,insular,20,Galápagos,33042,9720,9507,213,-0.8000000000000000,-89.40000000000001,13/03/2021
7,sierra,11,Loja,521154,9644,9495,149,-3.983333000000000,-79.20000000000000,13/03/2021
5,costa,12,Los Ríos,921763,7673,6907,766,-1.800000000000000,-79.53333300000000,13/03/2021
3,sierra,06,Chimborazo,524004,7006,6273,733,-1.674347000000000,-78.64829400000001,13/03/2021
1,sierra,10,Imbabura,476257,5576,4956,620,0.3626780000000000,-78.13066700000000,13/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,13/03/2021
3,sierra,18,Tungurahua,590600,4138,3953,185,-1.241667000000000,-78.61972200000000,13/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,13/03/2021
1,costa,08,Esmeraldas,591083,4337,3620,717,1.050000000000000,-79.20000000000000,13/03/2021
1,sierra,04,Carchi,186869,3563,3367,196,0.8121800000000000,-77.71633000000000,13/03/2021
2,amazonia,15,Napo,133705,3186,3119,67,-0.9890000000000000,-77.81590000000000,13/03/2021
6,amazonia,14,Morona Santiago,196535,3144,3052,92,-2.300000000000000,-78.11666700000001,13/03/2021
6,sierra,03,Cañar,281396,3170,2946,224,-2.733333000000000,-78.83333300000000,13/03/2021
3,sierra,02,Bolívar,209933,3051,2801,250,-1.605556000000000,-79.00305600000000,13/03/2021
5,costa,24,Santa Elena,401178,3018,2562,456,-2.226700000000000,-80.85830000000000,13/03/2021
2,amazonia,21,Sucumbíos,230503,2436,2160,276,0.08472200000000001,-76.88277800000000,13/03/2021
2,amazonia,22,Orellana,161338,1927,1898,29,-0.4666670000000000,-76.96666700000000,13/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,13/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,13/03/2021
9,sierra,17,Pichincha,3228233,66878,61945,4933,-0.2186110000000000,-78.50972200000000,14/03/2021
8,costa,09,Guayas,4387434,49186,44708,4478,-2.183333000000000,-79.88333299999999,14/03/2021
6,sierra,01,Azuay,881394,15041,13216,1825,-2.897414000000000,-79.00448100000000,14/03/2021
4,costa,13,Manabí,1562079,14443,12090,2353,-1.056181000000000,-80.45521700000000,14/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,14/03/2021
5,insular,20,Galápagos,33042,9721,9508,213,-0.8000000000000000,-89.40000000000001,14/03/2021
7,sierra,11,Loja,521154,9644,9495,149,-3.983333000000000,-79.20000000000000,14/03/2021
5,costa,12,Los Ríos,921763,7673,6907,766,-1.800000000000000,-79.53333300000000,14/03/2021
3,sierra,06,Chimborazo,524004,7006,6273,733,-1.674347000000000,-78.64829400000001,14/03/2021
1,sierra,10,Imbabura,476257,5576,4956,620,0.3626780000000000,-78.13066700000000,14/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,14/03/2021
3,sierra,18,Tungurahua,590600,4141,3956,185,-1.241667000000000,-78.61972200000000,14/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,14/03/2021
1,costa,08,Esmeraldas,591083,4340,3622,718,1.050000000000000,-79.20000000000000,14/03/2021
1,sierra,04,Carchi,186869,3565,3369,196,0.8121800000000000,-77.71633000000000,14/03/2021
2,amazonia,15,Napo,133705,3186,3119,67,-0.9890000000000000,-77.81590000000000,14/03/2021
6,amazonia,14,Morona Santiago,196535,3144,3052,92,-2.300000000000000,-78.11666700000001,14/03/2021
6,sierra,03,Cañar,281396,3170,2946,224,-2.733333000000000,-78.83333300000000,14/03/2021
2,amazonia,21,Sucumbíos,230503,3171,2889,282,0.08472200000000001,-76.88277800000000,14/03/2021
3,sierra,02,Bolívar,209933,3051,2801,250,-1.605556000000000,-79.00305600000000,14/03/2021
5,costa,24,Santa Elena,401178,3018,2562,456,-2.226700000000000,-80.85830000000000,14/03/2021
2,amazonia,22,Orellana,161338,1927,1898,29,-0.4666670000000000,-76.96666700000000,14/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,14/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,14/03/2021
9,sierra,17,Pichincha,3228233,66880,61947,4933,-0.2186110000000000,-78.50972200000000,15/03/2021
8,costa,09,Guayas,4387434,49709,45064,4645,-2.183333000000000,-79.88333299999999,15/03/2021
6,sierra,01,Azuay,881394,18643,16811,1832,-2.897414000000000,-79.00448100000000,15/03/2021
4,costa,13,Manabí,1562079,15369,13002,2367,-1.056181000000000,-80.45521700000000,15/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,15/03/2021
7,sierra,11,Loja,521154,10297,9539,758,-3.983333000000000,-79.20000000000000,15/03/2021
5,insular,20,Galápagos,33042,9724,9511,213,-0.8000000000000000,-89.40000000000001,15/03/2021
5,costa,12,Los Ríos,921763,8746,7953,793,-1.800000000000000,-79.53333300000000,15/03/2021
3,sierra,06,Chimborazo,524004,7140,6407,733,-1.674347000000000,-78.64829400000001,15/03/2021
1,sierra,10,Imbabura,476257,5576,4956,620,0.3626780000000000,-78.13066700000000,15/03/2021
3,sierra,18,Tungurahua,590600,4973,4788,185,-1.241667000000000,-78.61972200000000,15/03/2021
1,costa,08,Esmeraldas,591083,5800,4764,1036,1.050000000000000,-79.20000000000000,15/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,15/03/2021
6,sierra,03,Cañar,281396,4358,4134,224,-2.733333000000000,-78.83333300000000,15/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,15/03/2021
6,amazonia,14,Morona Santiago,196535,3601,3509,92,-2.300000000000000,-78.11666700000001,15/03/2021
3,sierra,02,Bolívar,209933,3745,3495,250,-1.605556000000000,-79.00305600000000,15/03/2021
1,sierra,04,Carchi,186869,3565,3369,196,0.8121800000000000,-77.71633000000000,15/03/2021
2,amazonia,15,Napo,133705,3186,3119,67,-0.9890000000000000,-77.81590000000000,15/03/2021
2,amazonia,21,Sucumbíos,230503,3171,2889,282,0.08472200000000001,-76.88277800000000,15/03/2021
5,costa,24,Santa Elena,401178,3126,2670,456,-2.226700000000000,-80.85830000000000,15/03/2021
2,amazonia,22,Orellana,161338,1927,1898,29,-0.4666670000000000,-76.96666700000000,15/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,15/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,15/03/2021
9,sierra,17,Pichincha,3228233,69914,64981,4933,-0.2186110000000000,-78.50972200000000,16/03/2021
8,costa,09,Guayas,4387434,49960,45313,4647,-2.183333000000000,-79.88333299999999,16/03/2021
6,sierra,01,Azuay,881394,21431,19599,1832,-2.897414000000000,-79.00448100000000,16/03/2021
4,costa,13,Manabí,1562079,15371,13004,2367,-1.056181000000000,-80.45521700000000,16/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,16/03/2021
7,sierra,11,Loja,521154,10298,9539,759,-3.983333000000000,-79.20000000000000,16/03/2021
5,insular,20,Galápagos,33042,9724,9511,213,-0.8000000000000000,-89.40000000000001,16/03/2021
5,costa,12,Los Ríos,921763,8746,7953,793,-1.800000000000000,-79.53333300000000,16/03/2021
3,sierra,06,Chimborazo,524004,7141,6408,733,-1.674347000000000,-78.64829400000001,16/03/2021
3,sierra,18,Tungurahua,590600,5833,5648,185,-1.241667000000000,-78.61972200000000,16/03/2021
1,sierra,10,Imbabura,476257,5576,4956,620,0.3626780000000000,-78.13066700000000,16/03/2021
1,costa,08,Esmeraldas,591083,5800,4764,1036,1.050000000000000,-79.20000000000000,16/03/2021
6,sierra,03,Cañar,281396,4911,4687,224,-2.733333000000000,-78.83333300000000,16/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,16/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,16/03/2021
6,amazonia,14,Morona Santiago,196535,3808,3716,92,-2.300000000000000,-78.11666700000001,16/03/2021
3,sierra,02,Bolívar,209933,3745,3495,250,-1.605556000000000,-79.00305600000000,16/03/2021
1,sierra,04,Carchi,186869,3565,3369,196,0.8121800000000000,-77.71633000000000,16/03/2021
2,amazonia,15,Napo,133705,3186,3119,67,-0.9890000000000000,-77.81590000000000,16/03/2021
2,amazonia,21,Sucumbíos,230503,3171,2889,282,0.08472200000000001,-76.88277800000000,16/03/2021
5,costa,24,Santa Elena,401178,3126,2670,456,-2.226700000000000,-80.85830000000000,16/03/2021
2,amazonia,22,Orellana,161338,2232,2203,29,-0.4666670000000000,-76.96666700000000,16/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,16/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,16/03/2021
9,sierra,17,Pichincha,3228233,70167,65234,4933,-0.2186110000000000,-78.50972200000000,17/03/2021
8,costa,09,Guayas,4387434,51954,47297,4657,-2.183333000000000,-79.88333299999999,17/03/2021
6,sierra,01,Azuay,881394,21431,19599,1832,-2.897414000000000,-79.00448100000000,17/03/2021
4,costa,13,Manabí,1562079,18442,16072,2370,-1.056181000000000,-80.45521700000000,17/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,17/03/2021
7,sierra,11,Loja,521154,10298,9539,759,-3.983333000000000,-79.20000000000000,17/03/2021
5,insular,20,Galápagos,33042,9724,9511,213,-0.8000000000000000,-89.40000000000001,17/03/2021
5,costa,12,Los Ríos,921763,8746,7953,793,-1.800000000000000,-79.53333300000000,17/03/2021
3,sierra,06,Chimborazo,524004,7845,7111,734,-1.674347000000000,-78.64829400000001,17/03/2021
3,sierra,18,Tungurahua,590600,5930,5745,185,-1.241667000000000,-78.61972200000000,17/03/2021
1,sierra,10,Imbabura,476257,5576,4956,620,0.3626780000000000,-78.13066700000000,17/03/2021
1,costa,08,Esmeraldas,591083,5800,4764,1036,1.050000000000000,-79.20000000000000,17/03/2021
6,sierra,03,Cañar,281396,4964,4740,224,-2.733333000000000,-78.83333300000000,17/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,17/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,17/03/2021
6,amazonia,14,Morona Santiago,196535,3808,3716,92,-2.300000000000000,-78.11666700000001,17/03/2021
3,sierra,02,Bolívar,209933,3745,3495,250,-1.605556000000000,-79.00305600000000,17/03/2021
1,sierra,04,Carchi,186869,3565,3369,196,0.8121800000000000,-77.71633000000000,17/03/2021
2,amazonia,15,Napo,133705,3186,3119,67,-0.9890000000000000,-77.81590000000000,17/03/2021
2,amazonia,21,Sucumbíos,230503,3171,2889,282,0.08472200000000001,-76.88277800000000,17/03/2021
5,costa,24,Santa Elena,401178,3126,2670,456,-2.226700000000000,-80.85830000000000,17/03/2021
2,amazonia,22,Orellana,161338,2232,2203,29,-0.4666670000000000,-76.96666700000000,17/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,17/03/2021
2,amazonia,16,Pastaza,114202,572,480,92,-1.066667000000000,-78.00111099999999,17/03/2021
9,sierra,17,Pichincha,3228233,71518,65419,6099,-0.2186110000000000,-78.50972200000000,18/03/2021
8,costa,09,Guayas,4387434,57579,49328,8251,-2.183333000000000,-79.88333299999999,18/03/2021
6,sierra,01,Azuay,881394,21509,19599,1910,-2.897414000000000,-79.00448100000000,18/03/2021
4,costa,13,Manabí,1562079,18448,16078,2370,-1.056181000000000,-80.45521700000000,18/03/2021
7,costa,07,El Oro,715751,11477,11245,232,-3.266667000000000,-79.96666700000000,18/03/2021
7,sierra,11,Loja,521154,10300,9539,761,-3.983333000000000,-79.20000000000000,18/03/2021
5,insular,20,Galápagos,33042,9724,9511,213,-0.8000000000000000,-89.40000000000001,18/03/2021
5,costa,12,Los Ríos,921763,9576,8782,794,-1.800000000000000,-79.53333300000000,18/03/2021
3,sierra,06,Chimborazo,524004,7845,7111,734,-1.674347000000000,-78.64829400000001,18/03/2021
3,sierra,18,Tungurahua,590600,5930,5745,185,-1.241667000000000,-78.61972200000000,18/03/2021
1,sierra,10,Imbabura,476257,5576,4956,620,0.3626780000000000,-78.13066700000000,18/03/2021
1,costa,08,Esmeraldas,591083,5802,4764,1038,1.050000000000000,-79.20000000000000,18/03/2021
6,sierra,03,Cañar,281396,4964,4740,224,-2.733333000000000,-78.83333300000000,18/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,18/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,18/03/2021
6,amazonia,14,Morona Santiago,196535,3808,3716,92,-2.300000000000000,-78.11666700000001,18/03/2021
3,sierra,02,Bolívar,209933,3745,3495,250,-1.605556000000000,-79.00305600000000,18/03/2021
1,sierra,04,Carchi,186869,3758,3383,375,0.8121800000000000,-77.71633000000000,18/03/2021
2,amazonia,15,Napo,133705,3371,3119,252,-0.9890000000000000,-77.81590000000000,18/03/2021
2,amazonia,21,Sucumbíos,230503,3171,2889,282,0.08472200000000001,-76.88277800000000,18/03/2021
5,costa,24,Santa Elena,401178,3126,2670,456,-2.226700000000000,-80.85830000000000,18/03/2021
2,amazonia,22,Orellana,161338,2412,2203,209,-0.4666670000000000,-76.96666700000000,18/03/2021
7,amazonia,19,Zamora Chinchipe,120416,1794,1648,146,-4.120000000000000,-78.80000000000000,18/03/2021
2,amazonia,16,Pastaza,114202,765,673,92,-1.066667000000000,-78.00111099999999,18/03/2021
9,sierra,17,Pichincha,3228233,73912,65993,7919,-0.2186110000000000,-78.50972200000000,19/03/2021
8,costa,09,Guayas,4387434,59532,50414,9118,-2.183333000000000,-79.88333299999999,19/03/2021
6,sierra,01,Azuay,881394,21520,19606,1914,-2.897414000000000,-79.00448100000000,19/03/2021
4,costa,13,Manabí,1562079,20720,17358,3362,-1.056181000000000,-80.45521700000000,19/03/2021
7,costa,07,El Oro,715751,12165,11318,847,-3.266667000000000,-79.96666700000000,19/03/2021
7,sierra,11,Loja,521154,10301,9540,761,-3.983333000000000,-79.20000000000000,19/03/2021
5,insular,20,Galápagos,33042,9724,9511,213,-0.8000000000000000,-89.40000000000001,19/03/2021
5,costa,12,Los Ríos,921763,9576,8782,794,-1.800000000000000,-79.53333300000000,19/03/2021
3,sierra,06,Chimborazo,524004,7845,7111,734,-1.674347000000000,-78.64829400000001,19/03/2021
3,sierra,18,Tungurahua,590600,5930,5745,185,-1.241667000000000,-78.61972200000000,19/03/2021
1,sierra,10,Imbabura,476257,6512,4980,1532,0.3626780000000000,-78.13066700000000,19/03/2021
1,costa,08,Esmeraldas,591083,5802,4764,1038,1.050000000000000,-79.20000000000000,19/03/2021
6,sierra,03,Cañar,281396,4964,4740,224,-2.733333000000000,-78.83333300000000,19/03/2021
3,sierra,05,Cotopaxi,488716,4791,4676,115,-0.9333330000000000,-78.61666700000001,19/03/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,4573,3829,744,-0.2541670000000000,-79.17194400000000,19/03/2021
6,amazonia,14,Morona Santiago,196535,3808,3716,92,-2.300000000000000,-78.11666700000001,19/03/2021
1,sierra,04,Carchi,186869,4071,3655,416,0.8121800000000000,-77.71633000000000,19/03/2021
3,sierra,02,Bolívar,209933,3745,3495,250,-1.605556000000000,-79.00305600000000,19/03/2021
2,amazonia,15,Napo,133705,3482,3133,349,-0.9890000000000000,-77.81590000000000,19/03/2021
