provincia,poblacion,total,acumuladas,lat,lng,semana
Azuay,881394,74,1433,-2.897414000000000,-79.00448100000000,18
Bolívar,209933,22,339,-1.605556000000000,-79.00305600000000,18
Carchi,186869,11,234,0.8121800000000000,-77.71633000000000,18
Cañar,281396,17,468,-2.733333000000000,-78.83333300000000,18
Chimborazo,524004,78,1022,-1.674347000000000,-78.64829400000001,18
Cotopaxi,488716,58,666,-0.9333330000000000,-78.61666700000001,18
El Oro,715751,170,1631,-3.266667000000000,-79.96666700000000,18
Esmeraldas,591083,58,642,1.050000000000000,-79.20000000000000,18
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,18
Guayas,4387434,933,22012,-2.183333000000000,-79.88333299999999,18
Imbabura,476257,46,678,0.3626780000000000,-78.13066700000000,18
Loja,521154,40,787,-3.983333000000000,-79.20000000000000,18
Los Ríos,921763,155,1916,-1.800000000000000,-79.53333300000000,18
Manabí,1562079,405,3751,-1.056181000000000,-80.45521700000000,18
Morona Santiago,196535,4,176,-2.300000000000000,-78.11666700000001,18
Napo,133705,11,122,-0.9890000000000000,-77.81590000000000,18
Orellana,161338,9,136,-0.4666670000000000,-76.96666700000000,18
Pastaza,114202,7,121,-1.066667000000000,-78.00111099999999,18
Pichincha,3228233,328,4958,-0.2186110000000000,-78.50972200000000,18
Santa Elena,401178,180,1637,-2.226700000000000,-80.85830000000000,18
Sto. Domingo Tsáchilas,511151,53,882,-0.2541670000000000,-79.17194400000000,18
Sucumbíos,230503,14,224,0.08472200000000002,-76.88277800000000,18
Tungurahua,590600,69,1035,-1.241667000000000,-78.61972200000000,18
Zamora Chinchipe,120416,5,101,-4.120000000000000,-78.80000000000000,18
Azuay,881394,91,1524,-2.897414000000000,-79.00448100000000,19
Bolívar,209933,25,364,-1.605556000000000,-79.00305600000000,19
Carchi,186869,8,242,0.8121800000000000,-77.71633000000000,19
Cañar,281396,28,496,-2.733333000000000,-78.83333300000000,19
Chimborazo,524004,68,1090,-1.674347000000000,-78.64829400000001,19
Cotopaxi,488716,41,707,-0.9333330000000000,-78.61666700000001,19
El Oro,715751,196,1827,-3.266667000000000,-79.96666700000000,19
Esmeraldas,591083,74,716,1.050000000000000,-79.20000000000000,19
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,19
Guayas,4387434,740,22752,-2.183333000000000,-79.88333299999999,19
Imbabura,476257,36,714,0.3626780000000000,-78.13066700000000,19
Loja,521154,58,845,-3.983333000000000,-79.20000000000000,19
Los Ríos,921763,156,2072,-1.800000000000000,-79.53333300000000,19
Manabí,1562079,362,4113,-1.056181000000000,-80.45521700000000,19
Morona Santiago,196535,8,184,-2.300000000000000,-78.11666700000001,19
Napo,133705,12,134,-0.9890000000000000,-77.81590000000000,19
Orellana,161338,9,145,-0.4666670000000000,-76.96666700000000,19
Pastaza,114202,7,128,-1.066667000000000,-78.00111099999999,19
Pichincha,3228233,340,5298,-0.2186110000000000,-78.50972200000000,19
Santa Elena,401178,115,1752,-2.226700000000000,-80.85830000000000,19
Sto. Domingo Tsáchilas,511151,48,930,-0.2541670000000000,-79.17194400000000,19
Sucumbíos,230503,17,241,0.08472200000000002,-76.88277800000000,19
Tungurahua,590600,90,1125,-1.241667000000000,-78.61972200000000,19
Zamora Chinchipe,120416,6,107,-4.120000000000000,-78.80000000000000,19
Azuay,881394,71,1595,-2.897414000000000,-79.00448100000000,20
Bolívar,209933,26,390,-1.605556000000000,-79.00305600000000,20
Carchi,186869,23,265,0.8121800000000000,-77.71633000000000,20
Cañar,281396,23,519,-2.733333000000000,-78.83333300000000,20
Chimborazo,524004,70,1160,-1.674347000000000,-78.64829400000001,20
Cotopaxi,488716,40,747,-0.9333330000000000,-78.61666700000001,20
El Oro,715751,181,2008,-3.266667000000000,-79.96666700000000,20
Esmeraldas,591083,73,789,1.050000000000000,-79.20000000000000,20
Galápagos,33042,1,16,-0.7999999999999999,-89.40000000000001,20
Guayas,4387434,569,23321,-2.183333000000000,-79.88333299999999,20
Imbabura,476257,46,760,0.3626780000000000,-78.13066700000000,20
Loja,521154,49,894,-3.983333000000000,-79.20000000000000,20
Los Ríos,921763,155,2227,-1.800000000000000,-79.53333300000000,20
Manabí,1562079,321,4434,-1.056181000000000,-80.45521700000000,20
Morona Santiago,196535,9,193,-2.300000000000000,-78.11666700000001,20
Napo,133705,21,155,-0.9890000000000000,-77.81590000000000,20
Orellana,161338,12,157,-0.4666670000000000,-76.96666700000000,20
Pastaza,114202,5,133,-1.066667000000000,-78.00111099999999,20
Pichincha,3228233,341,5639,-0.2186110000000000,-78.50972200000000,20
Santa Elena,401178,71,1823,-2.226700000000000,-80.85830000000000,20
Sto. Domingo Tsáchilas,511151,59,989,-0.2541670000000000,-79.17194400000000,20
Sucumbíos,230503,19,260,0.08472200000000002,-76.88277800000000,20
Tungurahua,590600,77,1202,-1.241667000000000,-78.61972200000000,20
Zamora Chinchipe,120416,4,111,-4.120000000000000,-78.80000000000000,20
Azuay,881394,80,1675,-2.897414000000000,-79.00448100000000,21
Bolívar,209933,21,411,-1.605556000000000,-79.00305600000000,21
Carchi,186869,16,281,0.8121800000000000,-77.71633000000000,21
Cañar,281396,20,539,-2.733333000000000,-78.83333300000000,21
Chimborazo,524004,62,1222,-1.674347000000000,-78.64829400000001,21
Cotopaxi,488716,47,794,-0.9333330000000000,-78.61666700000001,21
El Oro,715751,128,2136,-3.266667000000000,-79.96666700000000,21
Esmeraldas,591083,74,863,1.050000000000000,-79.20000000000000,21
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,21
Guayas,4387434,491,23812,-2.183333000000000,-79.88333299999999,21
Imbabura,476257,48,808,0.3626780000000000,-78.13066700000000,21
Loja,521154,53,947,-3.983333000000000,-79.20000000000000,21
Los Ríos,921763,120,2347,-1.800000000000000,-79.53333300000000,21
Manabí,1562079,248,4682,-1.056181000000000,-80.45521700000000,21
Morona Santiago,196535,10,203,-2.300000000000000,-78.11666700000001,21
Napo,133705,12,167,-0.9890000000000000,-77.81590000000000,21
Orellana,161338,6,163,-0.4666670000000000,-76.96666700000000,21
Pastaza,114202,3,136,-1.066667000000000,-78.00111099999999,21
Pichincha,3228233,378,6017,-0.2186110000000000,-78.50972200000000,21
Santa Elena,401178,77,1900,-2.226700000000000,-80.85830000000000,21
Sto. Domingo Tsáchilas,511151,76,1065,-0.2541670000000000,-79.17194400000000,21
Sucumbíos,230503,18,278,0.08472200000000002,-76.88277800000000,21
Tungurahua,590600,103,1305,-1.241667000000000,-78.61972200000000,21
Zamora Chinchipe,120416,8,119,-4.120000000000000,-78.80000000000000,21
Azuay,881394,95,1770,-2.897414000000000,-79.00448100000000,22
Bolívar,209933,24,435,-1.605556000000000,-79.00305600000000,22
Carchi,186869,16,297,0.8121800000000000,-77.71633000000000,22
Cañar,281396,22,561,-2.733333000000000,-78.83333300000000,22
Chimborazo,524004,68,1290,-1.674347000000000,-78.64829400000001,22
Cotopaxi,488716,48,842,-0.9333330000000000,-78.61666700000001,22
El Oro,715751,142,2278,-3.266667000000000,-79.96666700000000,22
Esmeraldas,591083,77,940,1.050000000000000,-79.20000000000000,22
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,22
Guayas,4387434,482,24294,-2.183333000000000,-79.88333299999999,22
Imbabura,476257,33,841,0.3626780000000000,-78.13066700000000,22
Loja,521154,49,996,-3.983333000000000,-79.20000000000000,22
Los Ríos,921763,107,2454,-1.800000000000000,-79.53333300000000,22
Manabí,1562079,212,4894,-1.056181000000000,-80.45521700000000,22
Morona Santiago,196535,23,226,-2.300000000000000,-78.11666700000001,22
Napo,133705,18,185,-0.9890000000000000,-77.81590000000000,22
Orellana,161338,12,175,-0.4666670000000000,-76.96666700000000,22
Pastaza,114202,6,142,-1.066667000000000,-78.00111099999999,22
Pichincha,3228233,391,6408,-0.2186110000000000,-78.50972200000000,22
Santa Elena,401178,55,1955,-2.226700000000000,-80.85830000000000,22
Sto. Domingo Tsáchilas,511151,84,1149,-0.2541670000000000,-79.17194400000000,22
Sucumbíos,230503,14,292,0.08472200000000002,-76.88277800000000,22
Tungurahua,590600,87,1392,-1.241667000000000,-78.61972200000000,22
Zamora Chinchipe,120416,9,128,-4.120000000000000,-78.80000000000000,22
Azuay,881394,93,1863,-2.897414000000000,-79.00448100000000,23
Bolívar,209933,24,459,-1.605556000000000,-79.00305600000000,23
Carchi,186869,13,310,0.8121800000000000,-77.71633000000000,23
Cañar,281396,20,581,-2.733333000000000,-78.83333300000000,23
Chimborazo,524004,74,1364,-1.674347000000000,-78.64829400000001,23
Cotopaxi,488716,62,904,-0.9333330000000000,-78.61666700000001,23
El Oro,715751,125,2403,-3.266667000000000,-79.96666700000000,23
Esmeraldas,591083,81,1021,1.050000000000000,-79.20000000000000,23
Galápagos,33042,1,17,-0.7999999999999999,-89.40000000000001,23
Guayas,4387434,457,24751,-2.183333000000000,-79.88333299999999,23
Imbabura,476257,56,897,0.3626780000000000,-78.13066700000000,23
Loja,521154,63,1059,-3.983333000000000,-79.20000000000000,23
Los Ríos,921763,98,2552,-1.800000000000000,-79.53333300000000,23
Manabí,1562079,203,5097,-1.056181000000000,-80.45521700000000,23
Morona Santiago,196535,13,239,-2.300000000000000,-78.11666700000001,23
Napo,133705,19,204,-0.9890000000000000,-77.81590000000000,23
Orellana,161338,16,191,-0.4666670000000000,-76.96666700000000,23
Pastaza,114202,6,148,-1.066667000000000,-78.00111099999999,23
Pichincha,3228233,377,6785,-0.2186110000000000,-78.50972200000000,23
Santa Elena,401178,36,1991,-2.226700000000000,-80.85830000000000,23
Sto. Domingo Tsáchilas,511151,77,1226,-0.2541670000000000,-79.17194400000000,23
Sucumbíos,230503,18,310,0.08472200000000002,-76.88277800000000,23
Tungurahua,590600,109,1501,-1.241667000000000,-78.61972200000000,23
Zamora Chinchipe,120416,7,135,-4.120000000000000,-78.80000000000000,23
Azuay,881394,69,1932,-2.897414000000000,-79.00448100000000,24
Bolívar,209933,37,496,-1.605556000000000,-79.00305600000000,24
Carchi,186869,24,334,0.8121800000000000,-77.71633000000000,24
Cañar,281396,22,603,-2.733333000000000,-78.83333300000000,24
Chimborazo,524004,76,1440,-1.674347000000000,-78.64829400000001,24
Cotopaxi,488716,86,990,-0.9333330000000000,-78.61666700000001,24
El Oro,715751,117,2520,-3.266667000000000,-79.96666700000000,24
Esmeraldas,591083,75,1096,1.050000000000000,-79.20000000000000,24
Galápagos,33042,3,20,-0.7999999999999999,-89.40000000000001,24
Guayas,4387434,428,25179,-2.183333000000000,-79.88333299999999,24
Imbabura,476257,55,952,0.3626780000000000,-78.13066700000000,24
Loja,521154,49,1108,-3.983333000000000,-79.20000000000000,24
Los Ríos,921763,117,2669,-1.800000000000000,-79.53333300000000,24
Manabí,1562079,201,5298,-1.056181000000000,-80.45521700000000,24
Morona Santiago,196535,27,266,-2.300000000000000,-78.11666700000001,24
Napo,133705,24,228,-0.9890000000000000,-77.81590000000000,24
Orellana,161338,11,202,-0.4666670000000000,-76.96666700000000,24
Pastaza,114202,6,154,-1.066667000000000,-78.00111099999999,24
Pichincha,3228233,413,7198,-0.2186110000000000,-78.50972200000000,24
Santa Elena,401178,36,2027,-2.226700000000000,-80.85830000000000,24
Sto. Domingo Tsáchilas,511151,109,1335,-0.2541670000000000,-79.17194400000000,24
Sucumbíos,230503,28,338,0.08472200000000002,-76.88277800000000,24
Tungurahua,590600,115,1616,-1.241667000000000,-78.61972200000000,24
Zamora Chinchipe,120416,13,148,-4.120000000000000,-78.80000000000000,24
Azuay,881394,95,2027,-2.897414000000000,-79.00448100000000,25
Bolívar,209933,21,517,-1.605556000000000,-79.00305600000000,25
Carchi,186869,16,350,0.8121800000000000,-77.71633000000000,25
Cañar,281396,23,626,-2.733333000000000,-78.83333300000000,25
Chimborazo,524004,68,1508,-1.674347000000000,-78.64829400000001,25
Cotopaxi,488716,68,1058,-0.9333330000000000,-78.61666700000001,25
El Oro,715751,116,2636,-3.266667000000000,-79.96666700000000,25
Esmeraldas,591083,57,1153,1.050000000000000,-79.20000000000000,25
Galápagos,33042,0,20,-0.7999999999999999,-89.40000000000001,25
Guayas,4387434,429,25608,-2.183333000000000,-79.88333299999999,25
Imbabura,476257,65,1017,0.3626780000000000,-78.13066700000000,25
Loja,521154,68,1176,-3.983333000000000,-79.20000000000000,25
Los Ríos,921763,98,2767,-1.800000000000000,-79.53333300000000,25
Manabí,1562079,201,5499,-1.056181000000000,-80.45521700000000,25
Morona Santiago,196535,15,281,-2.300000000000000,-78.11666700000001,25
Napo,133705,13,241,-0.9890000000000000,-77.81590000000000,25
Orellana,161338,22,224,-0.4666670000000000,-76.96666700000000,25
Pastaza,114202,15,169,-1.066667000000000,-78.00111099999999,25
Pichincha,3228233,430,7628,-0.2186110000000000,-78.50972200000000,25
Santa Elena,401178,27,2054,-2.226700000000000,-80.85830000000000,25
Sto. Domingo Tsáchilas,511151,86,1421,-0.2541670000000000,-79.17194400000000,25
Sucumbíos,230503,15,353,0.08472200000000002,-76.88277800000000,25
Tungurahua,590600,132,1748,-1.241667000000000,-78.61972200000000,25
Zamora Chinchipe,120416,12,160,-4.120000000000000,-78.80000000000000,25
Azuay,881394,97,2124,-2.897414000000000,-79.00448100000000,26
Bolívar,209933,16,533,-1.605556000000000,-79.00305600000000,26
Carchi,186869,16,366,0.8121800000000000,-77.71633000000000,26
Cañar,281396,25,651,-2.733333000000000,-78.83333300000000,26
Chimborazo,524004,69,1577,-1.674347000000000,-78.64829400000001,26
Cotopaxi,488716,64,1122,-0.9333330000000000,-78.61666700000001,26
El Oro,715751,88,2724,-3.266667000000000,-79.96666700000000,26
Esmeraldas,591083,63,1216,1.050000000000000,-79.20000000000000,26
Galápagos,33042,3,23,-0.7999999999999999,-89.40000000000001,26
Guayas,4387434,428,26036,-2.183333000000000,-79.88333299999999,26
Imbabura,476257,47,1064,0.3626780000000000,-78.13066700000000,26
Loja,521154,51,1227,-3.983333000000000,-79.20000000000000,26
Los Ríos,921763,113,2880,-1.800000000000000,-79.53333300000000,26
Manabí,1562079,149,5648,-1.056181000000000,-80.45521700000000,26
Morona Santiago,196535,12,293,-2.300000000000000,-78.11666700000001,26
Napo,133705,21,262,-0.9890000000000000,-77.81590000000000,26
Orellana,161338,24,248,-0.4666670000000000,-76.96666700000000,26
Pastaza,114202,15,184,-1.066667000000000,-78.00111099999999,26
Pichincha,3228233,505,8133,-0.2186110000000000,-78.50972200000000,26
Santa Elena,401178,35,2089,-2.226700000000000,-80.85830000000000,26
Sto. Domingo Tsáchilas,511151,94,1515,-0.2541670000000000,-79.17194400000000,26
Sucumbíos,230503,29,382,0.08472200000000002,-76.88277800000000,26
Tungurahua,590600,134,1882,-1.241667000000000,-78.61972200000000,26
Zamora Chinchipe,120416,13,173,-4.120000000000000,-78.80000000000000,26
Azuay,881394,100,2224,-2.897414000000000,-79.00448100000000,27
Bolívar,209933,20,553,-1.605556000000000,-79.00305600000000,27
Carchi,186869,17,383,0.8121800000000000,-77.71633000000000,27
Cañar,281396,25,676,-2.733333000000000,-78.83333300000000,27
Chimborazo,524004,78,1655,-1.674347000000000,-78.64829400000001,27
Cotopaxi,488716,73,1195,-0.9333330000000000,-78.61666700000001,27
El Oro,715751,91,2815,-3.266667000000000,-79.96666700000000,27
Esmeraldas,591083,58,1274,1.050000000000000,-79.20000000000000,27
Galápagos,33042,0,23,-0.7999999999999999,-89.40000000000001,27
Guayas,4387434,450,26486,-2.183333000000000,-79.88333299999999,27
Imbabura,476257,55,1119,0.3626780000000000,-78.13066700000000,27
Loja,521154,60,1287,-3.983333000000000,-79.20000000000000,27
Los Ríos,921763,83,2963,-1.800000000000000,-79.53333300000000,27
Manabí,1562079,187,5835,-1.056181000000000,-80.45521700000000,27
Morona Santiago,196535,16,309,-2.300000000000000,-78.11666700000001,27
Napo,133705,22,284,-0.9890000000000000,-77.81590000000000,27
Orellana,161338,17,265,-0.4666670000000000,-76.96666700000000,27
Pastaza,114202,12,196,-1.066667000000000,-78.00111099999999,27
Pichincha,3228233,536,8669,-0.2186110000000000,-78.50972200000000,27
Santa Elena,401178,25,2114,-2.226700000000000,-80.85830000000000,27
Sto. Domingo Tsáchilas,511151,101,1616,-0.2541670000000000,-79.17194400000000,27
Sucumbíos,230503,36,418,0.08472200000000002,-76.88277800000000,27
Tungurahua,590600,131,2013,-1.241667000000000,-78.61972200000000,27
Zamora Chinchipe,120416,13,186,-4.120000000000000,-78.80000000000000,27
Azuay,881394,89,2313,-2.897414000000000,-79.00448100000000,28
Bolívar,209933,25,578,-1.605556000000000,-79.00305600000000,28
Carchi,186869,23,406,0.8121800000000000,-77.71633000000000,28
Cañar,281396,40,716,-2.733333000000000,-78.83333300000000,28
Chimborazo,524004,102,1757,-1.674347000000000,-78.64829400000001,28
Cotopaxi,488716,71,1266,-0.9333330000000000,-78.61666700000001,28
El Oro,715751,77,2892,-3.266667000000000,-79.96666700000000,28
Esmeraldas,591083,43,1317,1.050000000000000,-79.20000000000000,28
Galápagos,33042,1,24,-0.7999999999999999,-89.40000000000001,28
Guayas,4387434,449,26935,-2.183333000000000,-79.88333299999999,28
Imbabura,476257,65,1184,0.3626780000000000,-78.13066700000000,28
Loja,521154,67,1354,-3.983333000000000,-79.20000000000000,28
Los Ríos,921763,100,3063,-1.800000000000000,-79.53333300000000,28
Manabí,1562079,211,6046,-1.056181000000000,-80.45521700000000,28
Morona Santiago,196535,17,326,-2.300000000000000,-78.11666700000001,28
Napo,133705,15,299,-0.9890000000000000,-77.81590000000000,28
Orellana,161338,18,283,-0.4666670000000000,-76.96666700000000,28
Pastaza,114202,17,213,-1.066667000000000,-78.00111099999999,28
Pichincha,3228233,634,9303,-0.2186110000000000,-78.50972200000000,28
Santa Elena,401178,18,2132,-2.226700000000000,-80.85830000000000,28
Sto. Domingo Tsáchilas,511151,120,1736,-0.2541670000000000,-79.17194400000000,28
Sucumbíos,230503,47,465,0.08472200000000002,-76.88277800000000,28
Tungurahua,590600,142,2155,-1.241667000000000,-78.61972200000000,28
Zamora Chinchipe,120416,10,196,-4.120000000000000,-78.80000000000000,28
Azuay,881394,115,2428,-2.897414000000000,-79.00448100000000,29
Bolívar,209933,24,602,-1.605556000000000,-79.00305600000000,29
Carchi,186869,26,432,0.8121800000000000,-77.71633000000000,29
Cañar,281396,38,754,-2.733333000000000,-78.83333300000000,29
Chimborazo,524004,119,1876,-1.674347000000000,-78.64829400000001,29
Cotopaxi,488716,63,1329,-0.9333330000000000,-78.61666700000001,29
El Oro,715751,101,2993,-3.266667000000000,-79.96666700000000,29
Esmeraldas,591083,57,1374,1.050000000000000,-79.20000000000000,29
Galápagos,33042,1,25,-0.7999999999999999,-89.40000000000001,29
Guayas,4387434,438,27373,-2.183333000000000,-79.88333299999999,29
Imbabura,476257,83,1267,0.3626780000000000,-78.13066700000000,29
Loja,521154,67,1421,-3.983333000000000,-79.20000000000000,29
Los Ríos,921763,109,3172,-1.800000000000000,-79.53333300000000,29
Manabí,1562079,207,6253,-1.056181000000000,-80.45521700000000,29
Morona Santiago,196535,20,346,-2.300000000000000,-78.11666700000001,29
Napo,133705,13,312,-0.9890000000000000,-77.81590000000000,29
Orellana,161338,26,309,-0.4666670000000000,-76.96666700000000,29
Pastaza,114202,17,230,-1.066667000000000,-78.00111099999999,29
Pichincha,3228233,667,9970,-0.2186110000000000,-78.50972200000000,29
Santa Elena,401178,37,2169,-2.226700000000000,-80.85830000000000,29
Sto. Domingo Tsáchilas,511151,93,1829,-0.2541670000000000,-79.17194400000000,29
Sucumbíos,230503,36,501,0.08472200000000002,-76.88277800000000,29
Tungurahua,590600,146,2301,-1.241667000000000,-78.61972200000000,29
Zamora Chinchipe,120416,8,204,-4.120000000000000,-78.80000000000000,29
Azuay,881394,118,2546,-2.897414000000000,-79.00448100000000,30
Bolívar,209933,34,636,-1.605556000000000,-79.00305600000000,30
Carchi,186869,30,462,0.8121800000000000,-77.71633000000000,30
Cañar,281396,33,787,-2.733333000000000,-78.83333300000000,30
Chimborazo,524004,103,1979,-1.674347000000000,-78.64829400000001,30
Cotopaxi,488716,71,1400,-0.9333330000000000,-78.61666700000001,30
El Oro,715751,114,3107,-3.266667000000000,-79.96666700000000,30
Esmeraldas,591083,58,1432,1.050000000000000,-79.20000000000000,30
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,30
Guayas,4387434,465,27838,-2.183333000000000,-79.88333299999999,30
Imbabura,476257,75,1342,0.3626780000000000,-78.13066700000000,30
Loja,521154,93,1514,-3.983333000000000,-79.20000000000000,30
Los Ríos,921763,91,3263,-1.800000000000000,-79.53333300000000,30
Manabí,1562079,183,6436,-1.056181000000000,-80.45521700000000,30
Morona Santiago,196535,18,364,-2.300000000000000,-78.11666700000001,30
Napo,133705,14,326,-0.9890000000000000,-77.81590000000000,30
Orellana,161338,14,323,-0.4666670000000000,-76.96666700000000,30
Pastaza,114202,12,242,-1.066667000000000,-78.00111099999999,30
Pichincha,3228233,684,10654,-0.2186110000000000,-78.50972200000000,30
Santa Elena,401178,32,2201,-2.226700000000000,-80.85830000000000,30
Sto. Domingo Tsáchilas,511151,88,1917,-0.2541670000000000,-79.17194400000000,30
Sucumbíos,230503,42,543,0.08472200000000002,-76.88277800000000,30
Tungurahua,590600,146,2447,-1.241667000000000,-78.61972200000000,30
Zamora Chinchipe,120416,9,213,-4.120000000000000,-78.80000000000000,30
Azuay,881394,125,2671,-2.897414000000000,-79.00448100000000,31
Bolívar,209933,27,663,-1.605556000000000,-79.00305600000000,31
Carchi,186869,26,488,0.8121800000000000,-77.71633000000000,31
Cañar,281396,33,820,-2.733333000000000,-78.83333300000000,31
Chimborazo,524004,105,2084,-1.674347000000000,-78.64829400000001,31
Cotopaxi,488716,64,1464,-0.9333330000000000,-78.61666700000001,31
El Oro,715751,101,3208,-3.266667000000000,-79.96666700000000,31
Esmeraldas,591083,47,1479,1.050000000000000,-79.20000000000000,31
Galápagos,33042,1,26,-0.7999999999999999,-89.40000000000001,31
Guayas,4387434,498,28336,-2.183333000000000,-79.88333299999999,31
Imbabura,476257,91,1433,0.3626780000000000,-78.13066700000000,31
Loja,521154,97,1611,-3.983333000000000,-79.20000000000000,31
Los Ríos,921763,96,3359,-1.800000000000000,-79.53333300000000,31
Manabí,1562079,190,6626,-1.056181000000000,-80.45521700000000,31
Morona Santiago,196535,17,381,-2.300000000000000,-78.11666700000001,31
Napo,133705,10,336,-0.9890000000000000,-77.81590000000000,31
Orellana,161338,23,346,-0.4666670000000000,-76.96666700000000,31
Pastaza,114202,14,256,-1.066667000000000,-78.00111099999999,31
Pichincha,3228233,673,11327,-0.2186110000000000,-78.50972200000000,31
Santa Elena,401178,24,2225,-2.226700000000000,-80.85830000000000,31
Sto. Domingo Tsáchilas,511151,78,1995,-0.2541670000000000,-79.17194400000000,31
Sucumbíos,230503,42,585,0.08472200000000002,-76.88277800000000,31
Tungurahua,590600,123,2570,-1.241667000000000,-78.61972200000000,31
Zamora Chinchipe,120416,9,222,-4.120000000000000,-78.80000000000000,31
Azuay,881394,138,2809,-2.897414000000000,-79.00448100000000,32
Bolívar,209933,40,703,-1.605556000000000,-79.00305600000000,32
Carchi,186869,30,518,0.8121800000000000,-77.71633000000000,32
Cañar,281396,42,862,-2.733333000000000,-78.83333300000000,32
Chimborazo,524004,88,2172,-1.674347000000000,-78.64829400000001,32
Cotopaxi,488716,44,1508,-0.9333330000000000,-78.61666700000001,32
El Oro,715751,112,3320,-3.266667000000000,-79.96666700000000,32
Esmeraldas,591083,40,1519,1.050000000000000,-79.20000000000000,32
Galápagos,33042,2,28,-0.7999999999999999,-89.40000000000001,32
Guayas,4387434,466,28802,-2.183333000000000,-79.88333299999999,32
Imbabura,476257,91,1524,0.3626780000000000,-78.13066700000000,32
Loja,521154,82,1693,-3.983333000000000,-79.20000000000000,32
Los Ríos,921763,95,3454,-1.800000000000000,-79.53333300000000,32
Manabí,1562079,186,6812,-1.056181000000000,-80.45521700000000,32
Morona Santiago,196535,16,397,-2.300000000000000,-78.11666700000001,32
Napo,133705,10,346,-0.9890000000000000,-77.81590000000000,32
Orellana,161338,12,358,-0.4666670000000000,-76.96666700000000,32
Pastaza,114202,10,266,-1.066667000000000,-78.00111099999999,32
Pichincha,3228233,673,12000,-0.2186110000000000,-78.50972200000000,32
Santa Elena,401178,39,2264,-2.226700000000000,-80.85830000000000,32
Sto. Domingo Tsáchilas,511151,95,2090,-0.2541670000000000,-79.17194400000000,32
Sucumbíos,230503,26,611,0.08472200000000002,-76.88277800000000,32
Tungurahua,590600,88,2658,-1.241667000000000,-78.61972200000000,32
Zamora Chinchipe,120416,13,235,-4.120000000000000,-78.80000000000000,32
Azuay,881394,145,2954,-2.897414000000000,-79.00448100000000,33
Bolívar,209933,19,722,-1.605556000000000,-79.00305600000000,33
Carchi,186869,33,551,0.8121800000000000,-77.71633000000000,33
Cañar,281396,51,913,-2.733333000000000,-78.83333300000000,33
Chimborazo,524004,75,2247,-1.674347000000000,-78.64829400000001,33
Cotopaxi,488716,73,1581,-0.9333330000000000,-78.61666700000001,33
El Oro,715751,81,3401,-3.266667000000000,-79.96666700000000,33
Esmeraldas,591083,32,1551,1.050000000000000,-79.20000000000000,33
Galápagos,33042,2,30,-0.7999999999999999,-89.40000000000001,33
Guayas,4387434,453,29255,-2.183333000000000,-79.88333299999999,33
Imbabura,476257,102,1626,0.3626780000000000,-78.13066700000000,33
Loja,521154,103,1796,-3.983333000000000,-79.20000000000000,33
Los Ríos,921763,90,3544,-1.800000000000000,-79.53333300000000,33
Manabí,1562079,192,7004,-1.056181000000000,-80.45521700000000,33
Morona Santiago,196535,21,418,-2.300000000000000,-78.11666700000001,33
Napo,133705,16,362,-0.9890000000000000,-77.81590000000000,33
Orellana,161338,15,373,-0.4666670000000000,-76.96666700000000,33
Pastaza,114202,12,278,-1.066667000000000,-78.00111099999999,33
Pichincha,3228233,580,12580,-0.2186110000000000,-78.50972200000000,33
Santa Elena,401178,34,2298,-2.226700000000000,-80.85830000000000,33
Sto. Domingo Tsáchilas,511151,70,2160,-0.2541670000000000,-79.17194400000000,33
Sucumbíos,230503,32,643,0.08472200000000002,-76.88277800000000,33
Tungurahua,590600,104,2762,-1.241667000000000,-78.61972200000000,33
Zamora Chinchipe,120416,14,249,-4.120000000000000,-78.80000000000000,33
Azuay,881394,138,3092,-2.897414000000000,-79.00448100000000,34
Bolívar,209933,25,747,-1.605556000000000,-79.00305600000000,34
Carchi,186869,32,583,0.8121800000000000,-77.71633000000000,34
Cañar,281396,39,952,-2.733333000000000,-78.83333300000000,34
Chimborazo,524004,83,2330,-1.674347000000000,-78.64829400000001,34
Cotopaxi,488716,58,1639,-0.9333330000000000,-78.61666700000001,34
El Oro,715751,87,3488,-3.266667000000000,-79.96666700000000,34
Esmeraldas,591083,32,1583,1.050000000000000,-79.20000000000000,34
Galápagos,33042,1,31,-0.7999999999999999,-89.40000000000001,34
Guayas,4387434,489,29744,-2.183333000000000,-79.88333299999999,34
Imbabura,476257,80,1706,0.3626780000000000,-78.13066700000000,34
Loja,521154,80,1876,-3.983333000000000,-79.20000000000000,34
Los Ríos,921763,87,3631,-1.800000000000000,-79.53333300000000,34
Manabí,1562079,174,7178,-1.056181000000000,-80.45521700000000,34
Morona Santiago,196535,10,428,-2.300000000000000,-78.11666700000001,34
Napo,133705,15,377,-0.9890000000000000,-77.81590000000000,34
Orellana,161338,11,384,-0.4666670000000000,-76.96666700000000,34
Pastaza,114202,12,290,-1.066667000000000,-78.00111099999999,34
Pichincha,3228233,495,13075,-0.2186110000000000,-78.50972200000000,34
Santa Elena,401178,41,2339,-2.226700000000000,-80.85830000000000,34
