provincia,provincia_poblacion,canton,canton_poblacion,total,acumuladas,lat,lng,mes
Bolívar,209933,Echeandía,14081,6,17,-1.433330000000000,-79.26667000000000,4
Bolívar,209933,Guaranda,108763,65,177,-1.605556000000000,-79.00305600000000,4
Bolívar,209933,Las Naves,7428,3,7,-1.283330000000000,-79.30000000000000,4
Bolívar,209933,San Miguel,29004,15,47,-1.700000000000000,-79.03333300000000,4
Carchi,186869,Bolivar,15528,5,12,0.5070990000000000,-77.86245400000000,4
Carchi,186869,Espejo,13817,4,16,0.6210000000000000,-77.94000000000000,4
Carchi,186869,Mira,11969,4,19,0.5538999999999998,-78.04930000000000,4
Carchi,186869,Montúfar,34229,9,40,0.6100000000000000,-77.84000000000000,4
Carchi,186869,San Pedro de Huaca,8931,3,6,0.6311110000000000,-77.72527800000000,4
Carchi,186869,Tulcán,102395,31,135,0.8121800000000000,-77.71633000000000,4
Cañar,281396,Azogues,86276,61,173,-2.733333000000000,-78.83333300000000,4
Cañar,281396,Biblían,23741,9,33,-2.710000000000000,-78.88000000000000,4
Cañar,281396,Cañar,68747,18,86,-2.483700000000000,-78.97839999999999,4
Cañar,281396,Déleg,6782,4,8,-2.772600000000000,-78.91830000000000,4
Cañar,281396,El Tambo,12462,1,9,-2.508100000000000,-78.92489999999999,4
Cañar,281396,La Troncal,76872,82,148,-2.400000000000000,-79.33000000000000,4
Cañar,281396,Suscal,6516,0,3,-2.436400000000000,-79.05220000000000,4
Chimborazo,524004,Alausí,45054,27,56,-2.200000000000000,-78.84999999999999,4
Chimborazo,524004,Chambo,13378,0,13,-1.733333000000000,-78.58333300000000,4
Chimborazo,524004,Chunchi,12795,3,15,-2.283333000000000,-78.91666700000000,4
Chimborazo,524004,Colta,44838,48,98,-1.700000000000000,-78.75000000000000,4
Chimborazo,524004,Cumandá,17973,4,19,-2.200000000000000,-79.13333299999999,4
Chimborazo,524004,Guamote,58291,27,67,-1.933333000000000,-78.71666700000000,4
Chimborazo,524004,Guano,48395,20,60,-1.583333000000000,-78.63333299999999,4
Chimborazo,524004,Pallatanga,12277,5,20,-1.983333000000000,-78.95000000000000,4
Chimborazo,524004,Penipe,6955,2,8,-1.557300000000000,-78.53959999999999,4
Chimborazo,524004,Riobamba,264048,223,633,-1.674347000000000,-78.64829400000001,4
Cotopaxi,488716,La Maná,56905,21,64,-0.9300000000000000,-79.22000000000000,4
Cotopaxi,488716,Latacunga,205624,83,326,-0.9333330000000000,-78.61666700000001,4
Cotopaxi,488716,Pangua,24612,7,23,-1.133333000000000,-79.06666700000000,4
Cotopaxi,488716,Pujilí,79772,29,91,-0.9500000000000000,-78.69000000000000,4
Cotopaxi,488716,Salcedo,67100,22,66,-1.050000000000000,-78.58333300000000,4
Cotopaxi,488716,Saquisilí,31426,14,37,-0.8300000000000000,-78.67000000000000,4
Cotopaxi,488716,Sigchos,23277,5,31,-0.7000000000000000,-78.88333299999999,4
El Oro,715751,Arenillas,33473,9,37,-3.550000000000000,-80.06000000000000,4
El Oro,715751,Atahualpa,6436,2,6,-2.900000000000000,-78.93333300000000,4
El Oro,715751,Balsas,9233,1,6,-3.762600000000000,-79.82530000000000,4
El Oro,715751,Chilla,2379,1,4,-3.450000000000000,-79.58000000000000,4
El Oro,715751,El Guabo,63645,45,91,-3.238800000000000,-79.82920000000000,4
El Oro,715751,Huaquillas,60440,47,92,-3.481380000000000,-80.24320700000000,4
El Oro,715751,Las Lajas,4963,2,4,-3.785000000000000,-80.06166700000000,4
El Oro,715751,Machala,289141,438,886,-3.266667000000000,-79.96666700000000,4
El Oro,715751,Marcabelí,6259,2,8,-3.786000000000001,-79.89780000000000,4
El Oro,715751,Pasaje,87723,78,159,-3.326900000000000,-79.80490000000000,4
El Oro,715751,Piñas,30206,21,79,-3.666667000000000,-79.65000000000001,4
El Oro,715751,Portovelo,14028,5,23,-3.720000000000000,-79.62000000000000,4
El Oro,715751,Santa Rosa,82171,54,132,-3.452222000000000,-79.96166700000001,4
El Oro,715751,Zaruma,25654,6,31,-3.433333000000000,-79.59999999999999,4
Esmeraldas,591083,Atacames,55495,4,27,0.8666670000000000,-79.83333300000000,4
Esmeraldas,591083,Eloy Alfaro,45629,5,20,1.250000000000000,-79,4
Esmeraldas,591083,Esmeraldas,218727,161,417,1.050000000000000,-79.20000000000000,4
Esmeraldas,591083,Muisne,31106,1,13,0.6067000000000000,-80.01830000000000,4
Esmeraldas,591083,Quinindé,145879,29,95,0.3300000000000000,-79.48000000000000,4
Esmeraldas,591083,Rioverde,31475,3,15,1.060200000000000,-79.40440000000000,4
Esmeraldas,591083,San Lorenzo,62772,9,31,1.265800000000000,-78.84139999999999,4
Galápagos,33042,Isabela,3073,2,2,-0.4724000000000000,-90.68110000000000,4
Galápagos,33042,San Cristóbal,9667,0,7,-0.7999999999999999,-89.40000000000001,4
Galápagos,33042,Santa Cruz,20302,1,6,-0.6333330000000000,-90.36666700000001,4
Guayas,4387434,Alfredo Baquerizo Moreno,32110,42,61,-1.916667000000000,-79.51666700000000,4
Guayas,4387434,Balao,26348,43,60,-2.910000000000000,-79.81000000000000,4
Guayas,4387434,Balzar,60260,92,165,-1.360000000000000,-79.90000000000001,4
Guayas,4387434,Colimes,26169,24,47,-1.550000000000000,-80.01666700000000,4
Guayas,4387434,Coronel Marcelino Maridueña,13132,13,22,-2.200000000000000,-79.42000000000000,4
Guayas,4387434,Daule,173684,403,704,-1.866667000000000,-79.98333300000000,4
Guayas,4387434,Durán,315724,557,852,-2.166667000000000,-79.83333300000000,4
Guayas,4387434,El Triunfo,59636,75,131,-2.330000000000000,-79.40000000000001,4
Guayas,4387434,Empalme,86073,53,126,-1.046111000000000,-79.63361100000000,4
Guayas,4387434,General Antonio Elizalde,13156,12,23,-2.200000000000000,-79.17000000000000,4
Guayas,4387434,Guayaquil,2723665,9547,16575,-2.183333000000000,-79.88333299999999,4
Guayas,4387434,Isidro Ayora,14582,39,62,-1.883333000000000,-80.16666700000000,4
Guayas,4387434,Lomas de Sargentillo,24220,85,124,-1.883333000000000,-80.08333300000000,4
Guayas,4387434,Milagro,199835,496,927,-2.126944000000000,-79.59916699999999,4
Guayas,4387434,Naranjal,95052,76,154,-2.672800000000000,-79.61499999999999,4
Guayas,4387434,Naranjito,43862,70,112,-2.173000000000000,-79.46710000000000,4
Guayas,4387434,Nobol,26444,52,87,-1.916671000000000,-80.01153900000000,4
Guayas,4387434,Palestina,18451,22,43,-1.626300000000000,-79.97700000000000,4
Guayas,4387434,Pedro Carbo,51802,155,231,-1.833333000000000,-80.23333300000000,4
Guayas,4387434,Playas,59628,152,217,-2.623330000000000,-80.38750000000000,4
Guayas,4387434,Salitre,65765,95,183,-1.829444000000000,-79.81555600000000,4
Guayas,4387434,Samborondón,102404,151,247,-2.183333000000000,-79.88333299999999,4
Guayas,4387434,San Jacinto De Yaguachi,78204,83,130,-2.120000000000000,-79.69000000000000,4
Guayas,4387434,Santa Lucía,45004,129,251,-1.713889000000000,-79.98500000000000,4
Guayas,4387434,Simón Bolivar,32224,34,48,-2.156667000000000,-79.88750000000000,4
Imbabura,476257,Antonio Ante,54311,13,41,0.3200000000000000,-78.20999999999999,4
Imbabura,476257,Cotacachi,44203,10,47,0.3000000000000000,-78.26666700000000,4
Imbabura,476257,Ibarra,221149,95,379,0.3626780000000000,-78.13066700000000,4
Imbabura,476257,Otavalo,125785,49,159,0.2333330000000000,-78.26666700000000,4
Imbabura,476257,Pimampiro,13269,5,19,0.4000000000000000,-77.97000000000000,4
Imbabura,476257,San Miguel de Urcuquí,17540,6,15,0.5200000000000000,-78.20000000000000,4
Loja,521154,Calvas,29565,9,51,-4.320000000000000,-79.56000000000000,4
Loja,521154,Catamayo,35961,13,31,-3.980000000000000,-79.34999999999999,4
Loja,521154,Celica,16160,3,8,-4.102500000000000,-79.95444400000000,4
Loja,521154,Chaguarpamba,6620,4,16,-3.850000000000000,-79.65000000000001,4
Loja,521154,Espíndola,14209,3,19,-4.583056000000000,-79.42694400000001,4
Loja,521154,Gonzanamá,10953,4,16,-4.231389000000000,-79.43527800000000,4
Loja,521154,Loja,274112,106,454,-3.983333000000001,-79.20000000000000,4
Loja,521154,Macará,20269,7,20,-4.383333000000000,-79.95000000000000,4
Loja,521154,Olmedo,4220,0,3,-3.934000000000000,-79.64800000000000,4
Loja,521154,Paltas,23471,18,47,-4.050000000000002,-79.65000000000001,4
Loja,521154,Pindal,10540,1,11,-4.116100000000000,-80.10760000000001,4
Loja,521154,Puyango,15925,8,24,-3.870000000000000,-80.09000000000000,4
Loja,521154,Quilanga,4197,1,7,-4.298000000000000,-79.39860000000000,4
Loja,521154,Saraguro,33506,10,40,-3.625300000000000,-79.24110000000000,4
Loja,521154,Sozoranga,7121,2,5,-4.327778000000000,-79.78972200000000,4
Loja,521154,Zapotillo,14325,4,12,-4.386360000000002,-80.24360000000000,4
Los Ríos,921763,Baba,43429,30,65,-1.784167000000000,-79.67666699999999,4
Los Ríos,921763,Babahoyo,175281,266,521,-1.800000000000000,-79.53333300000000,4
Los Ríos,921763,Buena Fe,83654,39,91,-0.8985719999999999,-79.48891600000000,4
Los Ríos,921763,Mocache,43316,15,49,-1.183850000000000,-79.50552999999999,4
Los Ríos,921763,Montalvo,28720,23,48,-1.793800000000000,-79.28570000000001,4
Los Ríos,921763,Palenque,23638,10,26,-1.432800000000000,-79.74950000000000,4
Los Ríos,921763,Puebloviejo,44725,23,66,-1.550000000000000,-79.53388900000000,4
Los Ríos,921763,Quevedo,213842,282,553,-1.033333000000000,-79.45000000000000,4
Los Ríos,921763,Quinsaloma,20428,7,16,-1.206200000000000,-79.31450000000000,4
Los Ríos,921763,Urdaneta,32618,32,63,-1.570556000000000,-79.47111099999999,4
Los Ríos,921763,Valencia,54637,15,35,-0.9525000000000000,-79.35310000000000,4
Los Ríos,921763,Ventanas,75146,75,134,-1.450000000000000,-79.47000000000000,4
Los Ríos,921763,Vinces,82329,93,181,-1.558333000000000,-79.75000000000000,4
Manabí,1562079,Bolívar,45493,19,73,-0.8419440000000000,-80.16194400000001,4
Manabí,1562079,Chone,131002,83,216,-0.6833330000000000,-80.09999999999999,4
Manabí,1562079,El Carmen,111344,49,143,-1.314700000000000,-80.01690000000001,4
Manabí,1562079,Flavio Alfaro,23822,13,43,-0.4054000000000000,-79.90580000000000,4
Manabí,1562079,Jama,26116,4,12,-0.2014000000000000,-80.26590000000000,4
Manabí,1562079,Jaramijó,28439,32,46,-0.9487300000000000,-80.63630000000001,4
Manabí,1562079,Jipijapa,74645,187,280,-1.333330000000000,-80.58329999999999,4
Manabí,1562079,Junín,18820,7,29,-0.9291600000000000,-80.20569000000000,4
Manabí,1562079,Manta,264281,502,938,-0.9500220000000000,-80.71620000000000,4
Manabí,1562079,Montecristi,107785,177,231,-1.033330000000000,-80.65000000000001,4
Manabí,1562079,Olmedo,10194,6,21,-1.396111000000000,-80.20611100000001,4
Manabí,1562079,Paján,37093,50,96,-1.570000000000000,-80.42000000000000,4
Manabí,1562079,Pedernales,63441,19,57,0.07010000000000001,-80.05360000000000,4
Manabí,1562079,Pichincha,29599,5,15,-1.047300000000000,-79.81860000000000,4
Manabí,1562079,Portoviejo,321800,443,941,-1.056181000000000,-80.45521700000000,4
Manabí,1562079,Puerto López,24688,41,51,-1.566667000000000,-80.81666700000000,4
Manabí,1562079,Rocafuerte,37312,30,67,-0.9200000000000000,-80.45999999999999,4
Manabí,1562079,San Vicente,24799,8,27,-0.5892999999999999,-80.40880000000000,4
Manabí,1562079,Santa Ana,48152,15,48,-1.206900000000000,-80.37090000000001,4
Manabí,1562079,Sucre,62443,48,104,-0.6000000000000000,-80.41666700000000,4
Manabí,1562079,Tosagua,42297,15,56,-0.7800000000000000,-80.26000000000001,4
Manabí,1562079,Veinticuatro de Mayo,28514,22,55,-1.278889000000000,-80.42000000000000,4
Morona Santiago,196535,Gualaquiza,19555,3,15,-3.380000000000000,-78.58000000000000,4
Morona Santiago,196535,Huamboya,12382,0,8,-1.785000000000000,-78.23194400000000,4
Morona Santiago,196535,Limón Indanza,10349,3,8,-2.966250000000000,-78.43052800000000,4
Morona Santiago,196535,Logroño,7643,0,2,-2.624800000000000,-78.18960000000000,4
Morona Santiago,196535,Morona,58281,18,74,-2.300000000000000,-78.11666700000001,4
Morona Santiago,196535,Pablo Sexto,2897,0,2,-1.803056000000000,-77.92111100000000,4
Morona Santiago,196535,Palora,7719,0,5,-1.700000000000000,-77.94000000000000,4
Morona Santiago,196535,San Juan Bosco,4985,0,0,-3.092300000000000,-78.51320000000000,4
Morona Santiago,196535,Santiago,11087,1,9,-3.429800000000000,-78.56560000000000,4
Morona Santiago,196535,Sucúa,23823,6,36,-2.460000000000000,-78.17000000000000,4
Morona Santiago,196535,Taisha,26773,0,13,-2.339950000000000,-77.45808000000000,4
Morona Santiago,196535,Tiwintza,11041,0,2,-2.917670000000000,-77.80170000000000,4
Napo,133705,Archidona,33068,10,28,-0.9166670000000000,-77.78333300000000,4
Napo,133705,Carlos Julio Arosemena Tola,4466,1,2,-1.166667000000000,-77.84999999999999,4
Napo,133705,El Chaco,10142,1,2,-0.3402780000000000,-77.80888899999999,4
Napo,133705,Quijos,6847,4,15,-0.4636110000000000,-77.89277800000001,4
Napo,133705,Tena,79182,21,71,-0.9890000000000000,-77.81590000000000,4
Orellana,161338,Aguarico,3629,0,2,-0.9211110000000000,-75.39916700000001,4
Orellana,161338,La Joya de los Sachas,39352,6,31,-0.3000000000000000,-76.84999999999999,4
Orellana,161338,Loreto,24579,5,28,-0.6904000000000000,-77.30830000000000,4
Orellana,161338,Orellana,93778,19,70,-0.4666670000000000,-76.96666700000000,4
Pastaza,114202,Arajuno,8128,2,6,-1.234370000000000,-77.68750000000000,4
Pastaza,114202,Mera,17547,1,6,-1.460000000000000,-78.09000000000000,4
Pastaza,114202,Pastaza,84377,20,101,-1.066667000000000,-78.00111099999999,4
Pastaza,114202,Santa Clara,4150,2,4,-1.267100000000000,-77.88820000000000,4
Pichincha,3228233,Cayambe,107660,22,81,0.04388900000000000,-78.15610000000000,4
Pichincha,3228233,Mejía,108167,26,103,-0.5101000000000000,-78.56980000000000,4
Pichincha,3228233,Pedro Moncayo,43281,4,23,0.04369700000000000,-78.34923999999999,4
Pichincha,3228233,Pedro Vicente Maldonado,17171,3,9,0.1666670000000000,-79,4
Pichincha,3228233,Puerto Quito,24911,9,29,0.1170000000000000,-79.26400000000000,4
Pichincha,3228233,Quito,2781641,1210,4409,-0.2186110000000000,-78.50972200000000,4
Pichincha,3228233,Rumiñahui,115433,22,113,-0.3345000000000000,-78.44750000000001,4
Pichincha,3228233,San Miguel de Los Bancos,29969,1,10,0.02300000000000000,-78.89200000000000,4
Santa Elena,401178,La Libertad,117767,274,363,-2.233333000000000,-80.90000000000001,4
Santa Elena,401178,Salinas,94590,157,230,-2.216667000000000,-80.95000000000000,4
Santa Elena,401178,Santa Elena,188821,724,969,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,511151,La Concordia,52571,9,44,0.002300000000000000,-79.38460000000001,4
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,240,800,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,230503,Cascales,15882,0,6,-0.06750000000000000,-77.21694400000000,4
Sucumbíos,230503,Cuyabeno,7154,1,6,-0.1288890000000000,-76.41388900000000,4
Sucumbíos,230503,Gonzalo Pizarro,10007,0,8,0.04700000000000000,-77.32280000000000,4
Sucumbíos,230503,Lago Agrio,119594,38,152,0.08472200000000002,-76.88277800000000,4
Sucumbíos,230503,Putumayo,16106,0,4,0.1000000000000000,-75.84999999999999,4
Sucumbíos,230503,Shushufindi,57949,16,40,-0.1871000000000000,-76.64500000000000,4
Sucumbíos,230503,Sucumbíos,3811,1,3,0.4592000000000000,-77.52300000000000,4
Tungurahua,590600,Ambato,387309,228,768,-1.241667000000000,-78.61972200000000,4
Tungurahua,590600,Baños,25043,4,22,-1.396389000000000,-78.42472200000000,4
Tungurahua,590600,Cevallos,9936,1,14,-1.350000000000000,-78.61666700000001,4
Tungurahua,590600,Mocha,7336,0,6,-1.416667000000000,-78.66666700000000,4
Tungurahua,590600,Patate,15825,11,22,-1.316667000000000,-78.51666700000000,4
Tungurahua,590600,Pelileo,66836,22,82,-1.327500000000000,-78.54083300000001,4
Tungurahua,590600,Píllaro,43371,11,54,-1.175833000000000,-78.55527800000000,4
Tungurahua,590600,Quero,20627,4,15,-1.379300000000000,-78.60700000000000,4
Tungurahua,590600,Tisaleo,14317,3,13,-1.350000000000000,-78.66666700000000,4
Zamora Chinchipe,120416,Centinela del Cóndor,8313,1,7,-3.894910000000000,-78.78140999999999,4
Zamora Chinchipe,120416,Chinchipe,10679,2,5,-4.862800000000000,-79.13280000000000,4
Zamora Chinchipe,120416,El Pangui,10945,1,8,-3.624900000000000,-78.58710000000001,4
Zamora Chinchipe,120416,Nangaritza,8014,2,4,-4.048333000000000,-78.68222200000000,4
Zamora Chinchipe,120416,Palanda,10144,3,8,-4.649800000000000,-79.13209999999999,4
Zamora Chinchipe,120416,Paquisha,5992,1,3,-3.932750000000000,-78.67426000000000,4
Zamora Chinchipe,120416,Yacuambi,7121,2,9,-3.634440000000000,-78.92810000000000,4
Zamora Chinchipe,120416,Yantzaza,26447,5,26,-3.850000000000000,-78.75000000000000,4
Zamora Chinchipe,120416,Zamora,32761,8,28,-4.120000000000000,-78.80000000000000,4
Azuay,881394,Camilo Ponce Enríquez,36423,5,26,-3.050000000000000,-79.73333300000000,5
Azuay,881394,Chordeleg,15176,3,19,-2.933333000000000,-78.76666700000000,5
Azuay,881394,Cuenca,636996,292,1364,-2.897414000000000,-79.00448100000000,5
Azuay,881394,El Pan,3091,1,8,-2.786111000000000,-78.66500000000001,5
Azuay,881394,Girón,13037,5,31,-3.159028000000000,-79.14756800000001,5
Azuay,881394,Guachapala,3859,1,6,-2.769000000000000,-78.70900000000000,5
Azuay,881394,Gualaceo,49104,16,84,-2.900000000000000,-78.78333300000000,5
Azuay,881394,Nabón,17292,6,30,-3.336060000000000,-79.06368000000001,5
Azuay,881394,Oña,4128,4,16,-3.469640000000000,-79.15431000000000,5
Azuay,881394,Paute,29214,10,51,-2.781800000000000,-78.76000000000001,5
Azuay,881394,Pucará,10584,7,16,-3.233780000000000,-79.46120000000001,5
Azuay,881394,San Fernando,4156,2,9,-3.144500000000000,-79.25200000000000,5
Azuay,881394,Santa Isabel,20935,5,29,-3.274170000000000,-79.31560000000000,5
Azuay,881394,Sevilla de Oro,6890,2,10,-2.799833000000000,-78.65569400000000,5
Azuay,881394,Sígsig,30509,11,65,-3.089700000000000,-78.80320000000000,5
Bolívar,209933,Caluma,16429,8,30,-1.633330000000000,-79.25000000000000,5
Bolívar,209933,Chillanes,16850,6,39,-1.933333000000000,-79.06666700000000,5
Bolívar,209933,Chimbo,17378,8,37,-1.700000000000000,-79.01666700000000,5
Bolívar,209933,Echeandía,14081,5,22,-1.433330000000000,-79.26667000000000,5
Bolívar,209933,Guaranda,108763,54,231,-1.605556000000000,-79.00305600000000,5
Bolívar,209933,Las Naves,7428,1,8,-1.283330000000000,-79.30000000000000,5
Bolívar,209933,San Miguel,29004,19,66,-1.700000000000000,-79.03333300000000,5
Carchi,186869,Bolivar,15528,6,18,0.5070990000000000,-77.86245400000000,5
Carchi,186869,Espejo,13817,7,23,0.6210000000000000,-77.94000000000000,5
Carchi,186869,Mira,11969,6,25,0.5538999999999998,-78.04930000000000,5
Carchi,186869,Montúfar,34229,9,49,0.6100000000000000,-77.84000000000000,5
Carchi,186869,San Pedro de Huaca,8931,2,8,0.6311110000000000,-77.72527800000000,5
Carchi,186869,Tulcán,102395,39,174,0.8121800000000000,-77.71633000000000,5
Cañar,281396,Azogues,86276,49,222,-2.733333000000000,-78.83333300000000,5
Cañar,281396,Biblían,23741,5,38,-2.710000000000000,-78.88000000000000,5
Cañar,281396,Cañar,68747,14,100,-2.483700000000000,-78.97839999999999,5
Cañar,281396,Déleg,6782,3,11,-2.772600000000000,-78.91830000000000,5
Cañar,281396,El Tambo,12462,3,12,-2.508100000000000,-78.92489999999999,5
Cañar,281396,La Troncal,76872,25,173,-2.400000000000000,-79.33000000000000,5
Cañar,281396,Suscal,6516,0,3,-2.436400000000000,-79.05220000000000,5
Chimborazo,524004,Alausí,45054,23,79,-2.200000000000000,-78.84999999999999,5
Chimborazo,524004,Chambo,13378,1,14,-1.733333000000000,-78.58333300000000,5
Chimborazo,524004,Chunchi,12795,7,22,-2.283333000000000,-78.91666700000000,5
Chimborazo,524004,Colta,44838,29,127,-1.700000000000000,-78.75000000000000,5
Chimborazo,524004,Cumandá,17973,12,31,-2.200000000000000,-79.13333299999999,5
Chimborazo,524004,Guamote,58291,27,94,-1.933333000000000,-78.71666700000000,5
Chimborazo,524004,Guano,48395,15,75,-1.583333000000000,-78.63333299999999,5
Chimborazo,524004,Pallatanga,12277,4,24,-1.983333000000000,-78.95000000000000,5
Chimborazo,524004,Penipe,6955,6,14,-1.557300000000000,-78.53959999999999,5
Chimborazo,524004,Riobamba,264048,172,805,-1.674347000000000,-78.64829400000001,5
Cotopaxi,488716,La Maná,56905,23,87,-0.9300000000000000,-79.22000000000000,5
Cotopaxi,488716,Latacunga,205624,105,431,-0.9333330000000000,-78.61666700000001,5
Cotopaxi,488716,Pangua,24612,5,28,-1.133333000000000,-79.06666700000000,5
Cotopaxi,488716,Pujilí,79772,26,117,-0.9500000000000000,-78.69000000000000,5
Cotopaxi,488716,Salcedo,67100,24,90,-1.050000000000000,-78.58333300000000,5
Cotopaxi,488716,Saquisilí,31426,7,44,-0.8300000000000000,-78.67000000000000,5
Cotopaxi,488716,Sigchos,23277,10,41,-0.7000000000000000,-78.88333299999999,5
El Oro,715751,Arenillas,33473,21,58,-3.550000000000000,-80.06000000000000,5
El Oro,715751,Atahualpa,6436,2,8,-2.900000000000000,-78.93333300000000,5
El Oro,715751,Balsas,9233,1,7,-3.762600000000000,-79.82530000000000,5
El Oro,715751,Chilla,2379,1,5,-3.450000000000000,-79.58000000000000,5
El Oro,715751,El Guabo,63645,68,159,-3.238800000000000,-79.82920000000000,5
El Oro,715751,Huaquillas,60440,23,115,-3.481380000000000,-80.24320700000000,5
El Oro,715751,Las Lajas,4963,2,6,-3.785000000000000,-80.06166700000000,5
El Oro,715751,Machala,289141,427,1313,-3.266667000000000,-79.96666700000000,5
El Oro,715751,Marcabelí,6259,0,8,-3.786000000000001,-79.89780000000000,5
El Oro,715751,Pasaje,87723,86,245,-3.326900000000000,-79.80490000000000,5
El Oro,715751,Piñas,30206,12,91,-3.666667000000000,-79.65000000000001,5
El Oro,715751,Portovelo,14028,3,26,-3.720000000000000,-79.62000000000000,5
El Oro,715751,Santa Rosa,82171,60,192,-3.452222000000000,-79.96166700000001,5
El Oro,715751,Zaruma,25654,7,38,-3.433333000000000,-79.59999999999999,5
Esmeraldas,591083,Atacames,55495,15,42,0.8666670000000000,-79.83333300000000,5
Esmeraldas,591083,Eloy Alfaro,45629,10,30,1.250000000000000,-79,5
Esmeraldas,591083,Esmeraldas,218727,236,653,1.050000000000000,-79.20000000000000,5
Esmeraldas,591083,Muisne,31106,8,21,0.6067000000000000,-80.01830000000000,5
Esmeraldas,591083,Quinindé,145879,30,125,0.3300000000000000,-79.48000000000000,5
Esmeraldas,591083,Rioverde,31475,5,20,1.060200000000000,-79.40440000000000,5
Esmeraldas,591083,San Lorenzo,62772,12,43,1.265800000000000,-78.84139999999999,5
Galápagos,33042,Isabela,3073,0,2,-0.4724000000000000,-90.68110000000000,5
Galápagos,33042,San Cristóbal,9667,0,7,-0.7999999999999999,-89.40000000000001,5
Galápagos,33042,Santa Cruz,20302,1,7,-0.6333330000000000,-90.36666700000001,5
Guayas,4387434,Alfredo Baquerizo Moreno,32110,12,73,-1.916667000000000,-79.51666700000000,5
Guayas,4387434,Balao,26348,13,73,-2.910000000000000,-79.81000000000000,5
Guayas,4387434,Balzar,60260,27,192,-1.360000000000000,-79.90000000000001,5
Guayas,4387434,Colimes,26169,12,59,-1.550000000000000,-80.01666700000000,5
Guayas,4387434,Coronel Marcelino Maridueña,13132,3,25,-2.200000000000000,-79.42000000000000,5
Guayas,4387434,Daule,173684,55,759,-1.866667000000000,-79.98333300000000,5
Guayas,4387434,Durán,315724,88,940,-2.166667000000000,-79.83333300000000,5
Guayas,4387434,El Triunfo,59636,15,146,-2.330000000000000,-79.40000000000001,5
Guayas,4387434,Empalme,86073,46,172,-1.046111000000000,-79.63361100000000,5
Guayas,4387434,General Antonio Elizalde,13156,10,33,-2.200000000000000,-79.17000000000000,5
Guayas,4387434,Guayaquil,2723665,1902,18477,-2.183333000000000,-79.88333299999999,5
Guayas,4387434,Isidro Ayora,14582,6,68,-1.883333000000000,-80.16666700000000,5
Guayas,4387434,Lomas de Sargentillo,24220,12,136,-1.883333000000000,-80.08333300000000,5
Guayas,4387434,Milagro,199835,140,1067,-2.126944000000000,-79.59916699999999,5
Guayas,4387434,Naranjal,95052,35,189,-2.672800000000000,-79.61499999999999,5
Guayas,4387434,Naranjito,43862,24,136,-2.173000000000000,-79.46710000000000,5
Guayas,4387434,Nobol,26444,5,92,-1.916671000000000,-80.01153900000000,5
Guayas,4387434,Palestina,18451,8,51,-1.626300000000000,-79.97700000000000,5
Guayas,4387434,Pedro Carbo,51802,45,276,-1.833333000000000,-80.23333300000000,5
Guayas,4387434,Playas,59628,28,245,-2.623330000000000,-80.38750000000000,5
Guayas,4387434,Salitre,65765,39,222,-1.829444000000000,-79.81555600000000,5
Guayas,4387434,Samborondón,102404,29,276,-2.183333000000000,-79.88333299999999,5
Guayas,4387434,San Jacinto De Yaguachi,78204,33,163,-2.120000000000000,-79.69000000000000,5
Guayas,4387434,Santa Lucía,45004,36,287,-1.713889000000000,-79.98500000000000,5
Guayas,4387434,Simón Bolivar,32224,12,60,-2.156667000000000,-79.88750000000000,5
Imbabura,476257,Antonio Ante,54311,11,52,0.3200000000000000,-78.20999999999999,5
Imbabura,476257,Cotacachi,44203,10,57,0.3000000000000000,-78.26666700000000,5
Imbabura,476257,Ibarra,221149,111,490,0.3626780000000000,-78.13066700000000,5
Imbabura,476257,Otavalo,125785,36,195,0.2333330000000000,-78.26666700000000,5
Imbabura,476257,Pimampiro,13269,6,25,0.4000000000000000,-77.97000000000000,5
Imbabura,476257,San Miguel de Urcuquí,17540,3,18,0.5200000000000000,-78.20000000000000,5
Loja,521154,Calvas,29565,20,71,-4.320000000000000,-79.56000000000000,5
Loja,521154,Catamayo,35961,12,43,-3.980000000000000,-79.34999999999999,5
Loja,521154,Celica,16160,7,15,-4.102500000000000,-79.95444400000000,5
Loja,521154,Chaguarpamba,6620,3,19,-3.850000000000000,-79.65000000000001,5
Loja,521154,Espíndola,14209,4,23,-4.583056000000000,-79.42694400000001,5
Loja,521154,Gonzanamá,10953,6,22,-4.231389000000000,-79.43527800000000,5
Loja,521154,Loja,274112,123,577,-3.983333000000001,-79.20000000000000,5
Loja,521154,Macará,20269,13,33,-4.383333000000000,-79.95000000000000,5
Loja,521154,Olmedo,4220,2,5,-3.934000000000000,-79.64800000000000,5
Loja,521154,Paltas,23471,6,53,-4.050000000000002,-79.65000000000001,5
Loja,521154,Pindal,10540,6,17,-4.116100000000000,-80.10760000000001,5
Loja,521154,Puyango,15925,7,31,-3.870000000000000,-80.09000000000000,5
Loja,521154,Quilanga,4197,0,7,-4.298000000000000,-79.39860000000000,5
Loja,521154,Saraguro,33506,13,53,-3.625300000000000,-79.24110000000000,5
Loja,521154,Sozoranga,7121,1,6,-4.327778000000000,-79.78972200000000,5
Loja,521154,Zapotillo,14325,5,17,-4.386360000000002,-80.24360000000000,5
